Entity,Year,barley_attainable,cassava_attainable,cotton_attainable,groundnut_attainable,maize_attainable,millet_attainable,oilpalm_attainable,potato_attainable,rapeseed_attainable,rice_attainable,rye_attainable,sorghum_attainable,soybean_attainable,sugarbeet_attainable,sugarcane_attainable,sunflower_attainable,wheat_attainable,wheat_yield_gap,barley_yield_gap,rye_yield_gap,millet_yield_gap,sorghum_yield_gap,maize_yield_gap,cassava_yield_gap,soybeans_yield_gap,rapeseed_yield_gap,sugarbeet_yield_gap,sugarcane_yield_gap,potato_yield_gap,oilpalm_yield_gap,groundnut_yield_gap,rice_yield_gap,sunflower_yield_gap,cotton_yield_gap
Albania,1986,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.7899999999999996,3.3800000000000003,4.99,,0.0,4.130000000000001,,1.0499999999999998,,45.38000000000001,,25.799999999999997,,,3.1900000000000004,0.9299999999999999,2.7700000000000005
Albania,1987,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.5799999999999996,3.2300000000000004,4.99,,0.0,4.83,,1.3499999999999999,,45.18000000000001,,27.299999999999997,,,3.6500000000000004,1.19,2.8000000000000007
Albania,1988,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.4799999999999995,3.0700000000000003,5.21,,0.0,5.3500000000000005,,1.5499999999999998,,53.0,,28.659999999999997,,,4.1000000000000005,1.4,3.5100000000000002
Albania,1989,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.7499999999999996,3.1200000000000006,5.21,,0.0,3.8400000000000007,,1.69,,30.42,,22.879999999999995,,,3.7300000000000004,0.9899999999999998,3.0200000000000005
Albania,1990,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.6599999999999997,5.15,5.32,,0.0,4.98,,1.8499999999999999,,41.95,,26.989999999999995,,,4.53,1.2799999999999998,3.4400000000000004
Albania,1991,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,3.61,5.23,5.63,,0.0,5.73,,1.94,,57.230000000000004,,25.879999999999995,,,4.01,1.5399999999999998,3.9400000000000004
Albania,1992,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,3.2399999999999998,4.7700000000000005,4.74,,0.0,6.15,,2.0999999999999996,,57.21000000000001,,25.369999999999997,,,2.8600000000000003,1.68,3.6700000000000004
Albania,1993,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.6799999999999997,4.82,4.83,,,6.220000000000001,,1.7499999999999998,,57.980000000000004,,23.819999999999997,,,2.6800000000000006,1.2799999999999998,3.4400000000000004
Albania,1994,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,3.2099999999999995,3.8000000000000003,4.58,,,6.0600000000000005,,1.7599999999999998,,41.34,,25.519999999999996,,,,1.2799999999999998,3.49
Albania,1995,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.8099999999999996,3.9000000000000004,4.61,,,5.510000000000001,,1.3699999999999999,,37.190000000000005,,22.529999999999994,,,,0.7499999999999998,3.4700000000000006
Albania,1996,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,3.51,4.8100000000000005,4.83,,,5.380000000000001,,0.9999999999999998,,35.25000000000001,,23.049999999999997,,,,0.7599999999999998,3.4800000000000004
Albania,1997,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.8299999999999996,4.69,4.66,,,5.450000000000001,,1.2699999999999998,,39.720000000000006,,22.669999999999995,,,,0.5999999999999999,3.4600000000000004
Albania,1998,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.88,4.24,4.57,,,5.300000000000001,,1.1199999999999999,,39.63000000000001,,20.939999999999998,,,,0.48999999999999977,3.49
Albania,1999,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,3.1799999999999997,4.34,4.44,,,4.890000000000001,,0.8399999999999999,,39.43000000000001,,19.459999999999997,,,,0.3999999999999999,3.5000000000000004
Albania,2000,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.63,4.65,4.84,,,4.760000000000001,,1.0499999999999998,,40.120000000000005,,19.54,,,,0.5599999999999998,3.49
Albania,2001,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.86,3.6500000000000004,4.04,,,4.83,,0.5499999999999998,,40.5,,18.779999999999994,,,,0.5899999999999999,3.49
Albania,2002,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.5199999999999996,1.4000000000000004,4.19,,,4.69,,0.5499999999999998,,37.45,,18.269999999999996,,,,0.5599999999999998,3.49
Albania,2003,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.82,4.28,4.48,,,4.36,,1.3399999999999999,,50.120000000000005,,18.529999999999994,,,,1.17,3.49
Albania,2004,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.57,3.68,4.390000000000001,,,4.0200000000000005,,1.2199999999999998,,50.120000000000005,,18.729999999999997,,,,1.2999999999999998,3.49
Albania,2005,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.5199999999999996,3.4200000000000004,4.01,,,4.1000000000000005,,0.7999999999999998,,50.120000000000005,,16.949999999999996,,,,0.2699999999999998,3.49
Albania,2006,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.5999999999999996,3.3900000000000006,4.0600000000000005,,,3.630000000000001,,0.5499999999999998,,45.120000000000005,,16.589999999999996,,,,0.3999999999999999,3.5100000000000002
Albania,2007,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,2.13,3.6500000000000004,3.45,,,3.9700000000000006,,0.5499999999999998,,50.120000000000005,,14.769999999999996,,,,0.95,3.49
Albania,2008,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,1.6600000000000001,3.5800000000000005,3.7800000000000002,,,3.6400000000000006,,0.5499999999999998,,50.120000000000005,,14.269999999999996,,,,0.5199999999999998,3.49
Albania,2009,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,1.6600000000000001,3.5000000000000004,3.08,,,3.0700000000000003,,0.8799999999999999,,50.120000000000005,,11.679999999999996,,,,0.16999999999999993,3.45
Albania,2010,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,1.6899999999999995,3.2300000000000004,3.9000000000000004,,,1.9600000000000009,,0.8799999999999999,,50.120000000000005,,10.549999999999997,,,,0.08999999999999986,3.4400000000000004
Albania,2011,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,1.4499999999999993,3.0900000000000003,3.56,,,2.6500000000000004,,0.6999999999999997,,50.120000000000005,,9.439999999999998,,,,0.040000000000000036,3.4300000000000006
Albania,2012,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,1.5699999999999994,3.3500000000000005,3.37,,,1.9100000000000001,,1.2199999999999998,,50.120000000000005,,8.609999999999996,,,,0.6599999999999999,3.4200000000000004
Albania,2013,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,1.5499999999999998,3.3600000000000003,3.5700000000000003,,,1.6900000000000004,,1.5499999999999998,,50.120000000000005,,7.649999999999995,,,,0.5899999999999999,3.33
Albania,2014,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,1.6799999999999997,3.45,3.7600000000000002,,,1.7300000000000004,,0.8599999999999999,,47.35000000000001,,8.659999999999997,,,,0.0,3.33
Albania,2015,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,1.7299999999999995,3.3500000000000005,3.68,,,1.6800000000000006,,0.04999999999999982,,45.06,,9.399999999999995,,,,0.0,3.33
Albania,2016,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,1.7799999999999998,3.2500000000000004,3.74,,,2.1500000000000004,,0.029999999999999805,,47.510000000000005,,9.069999999999997,,,,0.0,3.33
Albania,2017,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,1.6399999999999997,3.2,3.72,,,2.080000000000001,,0.34999999999999964,,46.64,,8.549999999999997,,,,0.0,3.33
Albania,2018,6.15,0.0,4.44,0.0,8.64,0.0,0.0,33.66,2.57,6.86,5.99,0.0,2.55,70.12,0.0,2.09,5.68,1.9899999999999998,3.3100000000000005,3.68,,,1.4100000000000001,,0.0,,30.970000000000006,,7.489999999999995,,,,0.0,3.33
Algeria,1961,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.88,2.6399999999999997,,,4.41,10.84,,,,61.17,,20.980000000000004,,,4.81,1.4700000000000002,3.37
Algeria,1962,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.49,2.02,,,4.19,11.27,,,,,,21.6,,,5.359999999999999,1.4400000000000002,3.33
Algeria,1963,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.46,2.12,,,3.91,10.74,,,,60.269999999999996,,22.35,,,4.959999999999999,1.4500000000000002,3.29
Algeria,1964,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.76,2.37,,,4.08,10.64,,,,62.01,,24.57,,,5.529999999999999,1.4500000000000002,3.1799999999999997
Algeria,1965,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.68,2.26,,,4.09,10.71,,,,62.129999999999995,,23.410000000000004,,,6.449999999999999,1.4000000000000001,3.07
Algeria,1966,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.86,2.53,,,4.07,10.99,,,,54.97,,24.92,,,6.469999999999999,1.4700000000000002,3.4
Algeria,1967,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.66,2.25,,,4.010000000000001,10.72,,,,43.33,,25.25,,,6.6899999999999995,1.48,3.33
Algeria,1968,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.6,2.12,,,3.8600000000000003,10.67,,,,41.08,,24.8,,,6.2299999999999995,1.4700000000000002,3.27
Algeria,1969,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.69,2.23,,,3.9800000000000004,10.81,,,,38.209999999999994,,26.35,,,5.949999999999999,1.32,3.26
Algeria,1970,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.67,2.19,,,4.0,10.790000000000001,,,,47.75,,25.35,,,7.779999999999999,1.4900000000000002,3.51
Algeria,1971,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.68,2.3499999999999996,,,4.16,11.0,,,,39.239999999999995,,25.380000000000003,,,7.02,1.61,3.37
Algeria,1972,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.62,2.1799999999999997,,,3.79,10.96,,,,54.22,,26.25,,,7.289999999999999,1.58,3.05
Algeria,1973,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.8,2.38,,,3.4700000000000006,10.63,,,,53.379999999999995,,26.0,,,7.35,1.52,2.7399999999999998
Algeria,1974,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.79,2.38,,,4.08,10.46,,,,48.67,,24.990000000000002,,,6.889999999999999,1.6500000000000001,3.1399999999999997
Algeria,1975,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.46,1.9899999999999998,,,3.4000000000000004,10.0,,,,46.55,,23.39,,,6.6,1.5100000000000002,2.9699999999999998
Algeria,1976,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.58,2.23,,,3.4300000000000006,10.530000000000001,,,,49.05,,24.51,,,6.799999999999999,1.61,2.51
Algeria,1977,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.86,2.51,,,3.5900000000000003,10.59,,,,45.269999999999996,,25.3,,,6.889999999999999,1.4700000000000002,3.33
Algeria,1978,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.71,2.26,,,2.7500000000000004,10.73,,,,51.94,,25.12,,,8.239999999999998,1.7200000000000002,3.17
Algeria,1979,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.73,2.3,,,1.6800000000000002,10.690000000000001,,,0.23999999999999977,43.66,,25.11,,,6.859999999999999,1.78,3.2399999999999998
Algeria,1980,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.56,2.02,,,2.6700000000000004,10.84,,,0.31999999999999984,52.47,,23.830000000000002,,,6.5,1.23,3.2399999999999998
Algeria,1981,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.62,2.26,,,3.25,10.81,,,0.31999999999999984,41.84,,25.23,,,6.5,1.73,3.23
Algeria,1982,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.69,2.27,,,2.9300000000000006,11.030000000000001,,,0.31000000000000005,46.76,,25.970000000000002,,,6.5,1.61,3.23
Algeria,1983,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.73,2.2399999999999998,,,2.22,10.88,,,0.25,46.29,,25.21,,,6.6899999999999995,1.2000000000000002,3.23
Algeria,1984,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.72,2.3499999999999996,,,3.12,9.940000000000001,,,0.2599999999999998,45.47,,24.35,,,6.6899999999999995,1.37,3.23
Algeria,1985,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.4,1.9,,,3.95,11.17,,,0.31999999999999984,48.8,,23.240000000000002,,,6.6899999999999995,1.37,3.23
Algeria,1986,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.48,1.9699999999999998,,,3.3200000000000003,10.97,,,0.2999999999999998,48.8,,23.200000000000003,,3.4499999999999997,6.659999999999999,1.37,3.23
Algeria,1987,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.51,2.11,,,2.9700000000000006,10.4,,,0.2799999999999998,,,23.18,,3.4499999999999997,6.6499999999999995,1.37,3.23
Algeria,1988,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.69,2.28,,,2.3400000000000003,10.81,,,0.29000000000000004,,,22.39,,3.4499999999999997,6.569999999999999,1.35,3.23
Algeria,1989,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.51,2.11,,,3.0,9.41,,,0.31000000000000005,,,21.980000000000004,,3.29,6.569999999999999,1.35,3.23
Algeria,1990,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.66,2.0999999999999996,,,3.2,10.16,,,0.31999999999999984,,,23.71,,3.3099999999999996,6.56,1.34,3.23
Algeria,1991,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.21,1.7,,,2.4400000000000004,9.89,,,0.31999999999999984,,,22.53,,3.4699999999999998,6.68,1.5100000000000002,3.3
Algeria,1992,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.3,1.96,,,0.8600000000000003,9.530000000000001,,,0.31999999999999984,,,20.810000000000002,,2.92,6.889999999999999,1.5100000000000002,3.3099999999999996
Algeria,1993,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.48,2.23,,,0.0,10.56,,,0.1299999999999999,,,20.480000000000004,,3.4799999999999995,7.049999999999999,1.5100000000000002,3.32
Algeria,1994,2.86,0.0,3.84,4.55,11.81,0.0,0.0,31.6,2.32,9.36,0.0,4.86,0.0,67.47,0.0,1.87,4.29,3.49,2.21,,,,11.360000000000001,,,0.31999999999999984,,,22.090000000000003,,3.38,7.219999999999999,1.5,3.33
