Entity,Year,Imported deforestation (hectares),Exported deforestation (hectares),Net deforestation in trade (hectares),embodied_deforestation,deforestation_domestic_consumption,share_deforestation_exported,share_deforestation_domestic_consumption,imported_deforestation_per_capita,exported_deforestation_per_capita,domestic_consumption_deforestation_per_capita,net_traded_deforestation_per_capita,domestic_and_imported_deforestation
Belarus,2013,1062.0361039063741,0.0,-1062.0361039063741,0.0,0.0,,,0.00011269483275746755,0.0,0.0,-0.00011269483275746755,1062.0361039063741
Belgium,2005,12588.616692041902,0.0,-12588.616692041902,0.0,0.0,,,0.0011935732143777285,0.0,0.0,-0.0011935732143777285,12588.616692041902
Belgium,2006,15538.825245090842,0.0,-15538.825245090842,0.0,0.0,,,0.0014633040065063416,0.0,0.0,-0.0014633040065063416,15538.825245090842
Belgium,2007,13476.1546803797,0.0,-13476.1546803797,0.0,0.0,,,0.0012596891643652738,0.0,0.0,-0.0012596891643652738,13476.1546803797
Belgium,2008,13660.343421195357,0.0,-13660.343421195357,0.0,0.0,,,0.0012673108285736485,0.0,0.0,-0.0012673108285736485,13660.343421195357
Belgium,2009,14655.204786694023,0.0,-14655.204786694023,0.0,0.0,,,0.0013494663707821384,0.0,0.0,-0.0013494663707821384,14655.204786694023
Belgium,2010,11481.467259347153,0.0,-11481.467259347153,0.0,0.0,,,0.0010495902056263968,0.0,0.0,-0.0010495902056263968,11481.467259347153
Belgium,2011,11437.457491538667,0.0,-11437.457491538667,0.0,0.0,,,0.0010384472027908723,0.0,0.0,-0.0010384472027908723,11437.457491538667
Belgium,2012,10251.305417852986,0.0,-10251.305417852986,0.0,0.0,,,0.0009247907458595386,0.0,0.0,-0.0009247907458595386,10251.305417852986
Belgium,2013,8520.40599977923,0.0,-8520.40599977923,0.0,0.0,,,0.0007638879325604474,0.0,0.0,-0.0007638879325604474,8520.40599977923
Belize,2005,67.15953695765609,168.34454712661613,101.18501016896005,597.0893160666161,428.74476894,28.19419852219132,71.80580147780869,0.00023647724280864818,0.0005927624898824512,0.0015096646793661972,0.000356285247073803,495.90430589765606
Belize,2006,64.86364303736889,62.50342830813207,-2.360214729236816,355.93859675207204,293.43516844394,17.560171579725772,82.43982842027422,0.0002228991169669034,0.00021478841343000713,0.0010083682764396563,-8.110703536896274e-06,358.29881148130886
Belize,2007,69.0383898280084,32.456914286896165,-36.58147554111224,371.16942738249617,338.7125130956,8.744500999390983,91.25549900060902,0.00023089762484283747,0.00010855155279898383,0.0011328177695505016,-0.00012234607204385364,407.7509029236084
Belize,2008,43.04530645567411,135.44587363998824,92.40056718431413,735.5082046533882,600.0623310134,18.415277053750575,81.58472294624943,0.0001402127246113163,0.0004411917708142939,0.001954600426753746,0.00030097904620297763,643.1076374690741
Belize,2009,36.89841295231656,121.57454465327169,84.67613170095512,1076.9359224704717,955.3613778172,11.2889302062078,88.71106979379219,0.00011713781889624305,0.0003859509354072117,0.0030328932629117462,0.00026881311651096864,992.2597907695166
Belize,2010,47.13688792729067,288.75648191159826,241.61959398430758,1414.5247331815983,1125.76825127,20.41367500602956,79.58632499397044,0.00014638785070587165,0.0008967592605950256,0.003496174693385093,0.000750371409889154,1172.9051391972907
