district,2022
AK-1,-14.6111
AL-1,-31.6703
AL-2,-33.47084
AL-3,-39.00137
AL-4,-64.80537
AL-5,-32.03314
AL-6,-35.87194
AL-7,28.7539
AR-1,-43.32125
AR-2,-16.87272
AR-3,-28.57066
AR-4,-38.83622
AZ-1,-6.512875
AZ-2,-15.10014
AZ-3,44.18386
AZ-4,1.464125
AZ-5,-23.90548
AZ-6,-6.932475
AZ-7,27.01756
AZ-8,-21.53168
AZ-9,-33.10751
CA-1,-24.24
CA-2,44.6589
CA-3,-7.48173
CA-4,31.46477
CA-5,-16.82833
CA-6,14.1761
CA-7,33.91067
CA-8,50.61904
CA-9,8.710836
CA-10,34.2542
CA-11,71.46574
CA-12,76.76467
CA-13,7.451671
CA-14,41.99284
CA-15,54.17324
CA-16,49.6167
CA-17,45.6632
CA-18,41.7609
CA-19,35.66684
CA-20,-30.45263
CA-21,16.22807
CA-22,10.3146
CA-23,-15.2223
CA-24,23.94737
CA-25,12.1035
CA-26,15.22424
CA-27,7.75737
CA-28,30.3726
CA-29,50.88554
CA-30,44.7397
CA-31,29.31257
CA-32,38.44873
CA-33,23.13004
CA-34,63.6506
CA-35,26.4464
CA-36,40.48007
CA-37,72.13327
CA-38,28.38617
CA-39,23.33524
CA-40,-3.841196
CA-41,-6.348963
CA-42,43.72557
CA-43,63.03647
CA-44,47.29814
CA-45,4.789704
CA-46,29.68361
CA-47,6.151937
CA-48,-18.60836
CA-49,5.716237
CA-50,27.5448
CA-51,22.2579
CA-52,36.35247
CO-1,55.20527
CO-2,32.81107
CO-3,-14.34963
CO-4,-25.3082
CO-5,-17.88243
CO-6,16.72773
CO-7,5.924933
CO-8,-2.542467
CT-1,20.56025
CT-2,2.942917
CT-3,11.91095
CT-4,23.32058
CT-5,2.564117
DE-1,13.92317
FL-1,-37.97575
FL-2,-16.45658
FL-3,-18.11241
FL-4,-15.25688
FL-5,-23.23915
FL-6,-27.74971
FL-7,-13.93371
FL-8,-22.96675
FL-9,15.97086
FL-10,29.01435
FL-11,-19.28234
FL-12,-33.99388
FL-13,-12.16665
FL-14,13.98686
FL-15,-7.097845
FL-16,-12.77148
FL-17,-22.32818
FL-18,-29.25595
FL-19,-26.32021
FL-20,49.15519
FL-21,-13.59898
FL-22,13.69462
FL-23,8.813388
FL-24,50.99162
FL-25,17.96772
FL-26,-13.60448
FL-27,0.8268887
FL-28,-3.899812
GA-1,-19.51325
GA-2,4.303485
GA-3,-37.72735
GA-4,50.03138
GA-5,59.93855
GA-6,-24.23505
GA-7,16.06375
GA-8,-34.56982
GA-9,-46.10865
GA-10,-31.15672
GA-11,-24.05728
GA-12,-16.87351
GA-13,52.45722
GA-14,-45.16958
HI-1,31.94248
HI-2,31.68955
IA-1,-3.941143
IA-2,-5.458609
IA-3,-2.251076
IA-4,-27.31831
ID-1,-45.50601
ID-2,-26.67605
IL-1,40.62955
IL-2,36.84659
IL-3,38.57446
IL-4,43.97005
IL-5,35.36106
IL-6,6.162658
IL-7,70.00192
IL-8,11.67969
IL-9,37.83539
IL-10,20.95613
IL-11,9.961191
IL-12,-46.41387
IL-13,6.505558
