tourney_year_id,tourney_order,tourney_slug,tourney_url_suffix,tourney_round_name,round_order,match_order,winner_name,winner_player_id,winner_slug,loser_name,loser_player_id,loser_slug,winner_seed,loser_seed,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id,match_stats_url_suffix
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,3,L. Erskine,e994,l-erskine,F. Porter,pl22,f-porter,,,61 63 56 61,3,1,23,11,0,0,1878-540-e994-pl22,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,4,Frank Hadow,hg50,frank-hadow,A. Brown,bt07,a-brown,,,62 63 60,3,0,18,5,0,0,1878-540-hg50-bt07,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,5,C. Hamilton,hg49,c-hamilton,E. Brackenbury,bt06,e-brackenbury,,,60 62 62,3,0,18,4,0,0,1878-540-hg49-bt06,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,6,Herbert Lawford,lg94,herbert-lawford,E. Seymour,sx13,e-seymour,,,65 56 65 64,3,1,23,20,0,0,1878-540-lg94-sx13,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,7,E. Brackenbury,bt06,e-brackenbury,C. Heathcote,hg42,c-heathcote,,,64 62 46 46 65,3,2,26,23,0,0,1878-540-bt06-hg42,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,8,A. Brown,bt07,a-brown,R. Dalby,dg31,r-dalby,,,61 61 61,3,0,18,3,0,0,1878-540-bt07-dg31,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,9,Frank Hadow,hg50,frank-hadow,A. Tabor,tf89,a-tabor,,,62 61 61,3,0,18,4,0,0,1878-540-hg50-tf89,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,10,C. Hamilton,hg49,c-hamilton,G. Montgomerie,mu17,g-montgomerie,,,56 64 65 63,3,1,23,18,0,0,1878-540-hg49-mu17,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,11,Herbert Lawford,lg94,herbert-lawford,Capt Grimston,gi90,capt-grimston,,,56 64 64 65,3,1,23,19,0,0,1878-540-lg94-gi90,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,12,A.T. Myers,mu63,at-myers,A. Hadow,hg51,a-hadow,,,61 06 64 16 62,3,2,19,19,0,0,1878-540-mu63-hg51,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,13,F. Porter,pl22,f-porter,S. Montgomerie,mu61,s-montgomerie,,,56 65 36 62 61,3,2,26,20,0,0,1878-540-pl22-mu61,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,14,E. Brackenbury,bt06,e-brackenbury,G. James,j703,g-james,,,61 26 60 60,3,1,20,7,0,0,1878-540-bt06-j703,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,15,A. Brown,bt07,a-brown,F. Ashley,af57,f-ashley,,,60 60 60,3,0,18,0,0,0,1878-540-bt07-af57,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,16,R. Dalby,dg31,r-dalby,B. Smith,sx14,b-smith,,,62 63 63,3,0,18,8,0,0,1878-540-dg31-sx14,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,17,L. Erskine,e994,l-erskine,A. Nicholson,n912,a-nicholson,,,61 61 63,3,0,18,5,0,0,1878-540-e994-n912,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,18,Capt Grimston,gi90,capt-grimston,J. Cunningham,cm55,j-cunningham,,,63 62 60,3,0,18,5,0,0,1878-540-gi90-cm55,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,19,Frank Hadow,hg50,frank-hadow,F. Oliver,o628,f-oliver,,,62 61 63,3,0,18,6,0,0,1878-540-hg50-o628,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,20,A. Hadow,hg51,a-hadow,C. Ewbank,e995,c-ewbank,,,56 61 61 62,3,1,23,10,0,0,1878-540-hg51-e995,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,21,C. Hamilton,hg49,c-hamilton,F. Pollock,pl17,f-pollock,,,61 61 63,3,0,18,5,0,0,1878-540-hg49-pl17,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,22,C. Heathcote,hg42,c-heathcote,H. Wheeler,wa67,h-wheeler,,,64 62 60,3,0,18,6,0,0,1878-540-hg42-wa67,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,23,Herbert Lawford,lg94,herbert-lawford,A. Keyser,kh60,a-keyser,,,(W/O),0,0,0,0,0,0,1878-540-lg94-kh60,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,24,G. Montgomerie,mu17,g-montgomerie,G. Tabor,tf91,g-tabor,,,56 62 26 65 65,3,2,25,24,0,0,1878-540-mu17-tf91,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,25,S. Montgomerie,mu61,s-montgomerie,A. Crichton,cm54,a-crichton,,,62 62 61,3,0,18,5,0,0,1878-540-mu61-cm54,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,26,A.T. Myers,mu63,at-myers,G. Buxton,bt09,g-buxton,,,65 64 60,3,0,18,9,0,0,1878-540-mu63-bt09,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,27,F. Porter,pl22,f-porter,E. Bates,bt08,e-bates,,,60 36 60 36 63,3,2,24,15,0,0,1878-540-pl22-bt08,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,28,E. Seymour,sx13,e-seymour,J.S. Cotton,cm56,js-cotton,,,61 61 (RET),2,0,12,2,0,0,1878-540-sx13-cm56,
1878-540,1,wimbledon,/en/scores/archive/wimbledon/540/1878/results,Round Robin,4,29,A. Tabor,tf89,a-tabor,C. Wallis,wa62,c-wallis,,,60 60 60,3,0,18,0,0,0,1878-540-tf89-wa62,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Finals,1,1,John Hartley,hg35,john-hartley,Frank Hadow,hg50,frank-hadow,,,(W/O),0,0,0,0,0,0,1879-540-hg35-hg50,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Semi-Finals,2,1,John Hartley,hg35,john-hartley,Vere St. Leger Goold,sx11,vere-st-leger-goold,,,62 64 62,3,0,18,8,0,0,1879-540-hg35-sx11,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Quarter-Finals,3,1,John Hartley,hg35,john-hartley,C. Parr,pl20,c-parr,,,26 60 61 61,3,1,20,8,0,0,1879-540-hg35-pl20,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,1,John Hartley,hg35,john-hartley,C. Heathcote,hg42,c-heathcote,,,64 63 63,3,0,18,10,0,0,1879-540-hg35-hg42,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,2,C. Parr,pl20,c-parr,C. Barry,bt03,c-barry,,,62 65 64,3,0,18,11,0,0,1879-540-pl20-bt03,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,3,Vere St. Leger Goold,sx11,vere-st-leger-goold,G. Tabor,tf91,g-tabor,,,62 65 56 63,3,1,23,16,0,0,1879-540-sx11-tf91,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,4,C. Barry,bt03,c-barry,A.T. Myers,mu63,at-myers,,,63 62 62,3,0,18,7,0,0,1879-540-bt03-mu63,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,5,John Hartley,hg35,john-hartley,William Marshall,mu62,william-marshall,,,61 63 46 61,3,1,22,11,0,0,1879-540-hg35-mu62,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,6,C. Heathcote,hg42,c-heathcote,V. Brooke,bs98,v-brooke,,,62 60 61,3,0,18,3,0,0,1879-540-hg42-bs98,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,7,C. Parr,pl20,c-parr,T. Hoare,hg47,t-hoare,,,64 16 60 62,3,1,19,12,0,0,1879-540-pl20-hg47,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,8,Vere St. Leger Goold,sx11,vere-st-leger-goold,A. Mulholland,mu65,a-mulholland,,,64 26 61 64,3,1,20,15,0,0,1879-540-sx11-mu65,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,9,G. Tabor,tf91,g-tabor,E. Lubbock,lh21,e-lubbock,,,56 46 65 61 65,3,2,27,23,0,0,1879-540-tf91-lh21,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,10,C. Barry,bt03,c-barry,G. Arbuthnot,af55,g-arbuthnot,,,61 64 64,3,0,18,9,0,0,1879-540-bt03-af55,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,11,V. Brooke,bs98,v-brooke,B. Cotton,cm46,b-cotton,,,46 63 26 62 61,3,2,24,18,0,0,1879-540-bs98-cm46,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,12,John Hartley,hg35,john-hartley,L. Erskine,e994,l-erskine,,,64 65 56 06 65,3,2,23,26,0,0,1879-540-hg35-e994,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,13,C. Heathcote,hg42,c-heathcote,C. Leslie Stephen,lh22,c-leslie-stephen,,,16 62 61 56 61,3,2,24,16,0,0,1879-540-hg42-lh22,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,14,T. Hoare,hg47,t-hoare,E. Buxton,bt00,e-buxton,,,63 62 (RET),2,0,12,5,0,0,1879-540-hg47-bt00,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,15,E. Lubbock,lh21,e-lubbock,S. Pilkington,pl21,s-pilkington,,,62 62 60,3,0,18,4,0,0,1879-540-lh21-pl21,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,16,William Marshall,mu62,william-marshall,G. Cartland,cm52,g-cartland,,,63 62 64,3,0,18,9,0,0,1879-540-mu62-cm52,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,17,A.T. Myers,mu63,at-myers,A. Basil-Brooke,bt02,,,,61 60 62,3,0,18,3,0,0,1879-540-mu63-bt02,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,18,C. Parr,pl20,c-parr,H. Medlicott,mu57,h-medlicott,,,65 65 62,3,0,18,12,0,0,1879-540-pl20-mu57,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,19,Vere St. Leger Goold,sx11,vere-st-leger-goold,J. Vans Agnew,va05,j-vans-agnew,,,63 62 61,3,0,18,6,0,0,1879-540-sx11-va05,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,20,G. Tabor,tf91,g-tabor,W.E. Martin,mu64,we-martin,,,46 64 65 64,3,1,22,19,0,0,1879-540-tf91-mu64,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,21,G. Arbuthnot,af55,g-arbuthnot,O. Woodhouse,wa61,o-woodhouse,,,62 46 61 62,3,1,22,11,0,0,1879-540-af55-wa61,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,22,C. Barry,bt03,c-barry,R. Barrington,bt05,r-barrington,,,60 61 61,3,0,18,2,0,0,1879-540-bt03-bt05,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,23,A. Basil-Brooke,bt02,,H. Gilson,gi89,h-gilson,,,65 62 16 64,3,1,19,17,0,0,1879-540-bt02-gi89,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,24,V. Brooke,bs98,v-brooke,Ernest Renshaw,rg47,ernest-renshaw,,,(W/O),0,0,0,0,0,0,1879-540-bs98-rg47,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,25,E. Buxton,bt00,e-buxton,Capt Belsom,bt04,capt-belsom,,,61 65 62,3,0,18,8,0,0,1879-540-bt00-bt04,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,26,G. Cartland,cm52,g-cartland,H. Mulholland,mu55,h-mulholland,,,62 26 63 16 64,3,2,21,21,0,0,1879-540-cm52-mu55,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,27,B. Cotton,cm46,b-cotton,A. Schacht,sx12,a-schacht,,,61 36 61 64,3,1,21,12,0,0,1879-540-cm46-sx12,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,28,L. Erskine,e994,l-erskine,F. Porter,pl22,f-porter,,,60 61 61,3,0,18,2,0,0,1879-540-e994-pl22,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,29,John Hartley,hg35,john-hartley,C. Cole,cm47,c-cole,,,60 60 63,3,0,18,3,0,0,1879-540-hg35-cm47,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,30,C. Heathcote,hg42,c-heathcote,C. Coventry,cm53,c-coventry,,,62 46 63 56 65,3,2,27,22,0,0,1879-540-hg42-cm53,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,31,T. Hoare,hg47,t-hoare,W. Adams,af56,w-adams,,,65 61 65,3,0,18,11,0,0,1879-540-hg47-af56,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,32,C. Leslie Stephen,lh22,c-leslie-stephen,Herbert Taylor,tf94,herbert-taylor,,,(W/O),0,0,0,0,0,0,1879-540-lh22-tf94,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,33,E. Lubbock,lh21,e-lubbock,Herbert Lawford,lg94,herbert-lawford,,,62 46 61 62,3,1,22,11,0,0,1879-540-lh21-lg94,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,34,William Marshall,mu62,william-marshall,A. Cochran,cm48,a-cochran,,,61 62 62,3,0,18,5,0,0,1879-540-mu62-cm48,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,35,W.E. Martin,mu64,we-martin,L. Winslow,wa55,l-winslow,,,60 61 62,3,0,18,3,0,0,1879-540-mu64-wa55,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,36,H. Medlicott,mu57,h-medlicott,E. Hill,hg48,e-hill,,,61 60 46 61,3,1,22,8,0,0,1879-540-mu57-hg48,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,37,A. Mulholland,mu65,a-mulholland,A. Tabor,tf89,a-tabor,,,56 62 63 60,3,1,23,11,0,0,1879-540-mu65-tf89,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,38,A.T. Myers,mu63,at-myers,W. Wells Cole,wa65,w-wells-cole,,,62 36 65 65,3,1,21,18,0,0,1879-540-mu63-wa65,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,39,C. Parr,pl20,c-parr,G. Montgomerie,mu17,g-montgomerie,,,63 36 64 36 63,3,2,24,22,0,0,1879-540-pl20-mu17,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,40,S. Pilkington,pl21,s-pilkington,E. Brackenbury,bt06,e-brackenbury,,,60 65 64,3,0,18,9,0,0,1879-540-pl21-bt06,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,41,Vere St. Leger Goold,sx11,vere-st-leger-goold,F. Durant,dg27,f-durant,,,61 62 63,3,0,18,6,0,0,1879-540-sx11-dg27,
1879-540,1,wimbledon,/en/scores/archive/wimbledon/540/1879/results,Round Robin,4,42,G. Tabor,tf91,g-tabor,William Renshaw,rg71,william-renshaw,,,(W/O),0,0,0,0,0,0,1879-540-tf91-rg71,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Finals,1,1,John Hartley,hg35,john-hartley,Herbert Lawford,lg94,herbert-lawford,,,63 62 26 63,3,1,20,14,0,0,1880-540-hg35-lg94,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Semi-Finals,2,1,Herbert Lawford,lg94,herbert-lawford,O. Woodhouse,wa61,o-woodhouse,,,75 64 60,3,0,19,9,0,0,1880-540-lg94-wa61,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Quarter-Finals,3,1,Herbert Lawford,lg94,herbert-lawford,G. Butterworth,bs92,g-butterworth,,,62 63 63,3,0,18,8,0,0,1880-540-lg94-bs92,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Quarter-Finals,3,2,O. Woodhouse,wa61,o-woodhouse,G. Montgomerie,mu17,g-montgomerie,,,64 26 63 56 61,3,2,25,20,0,0,1880-540-wa61-mu17,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,1,G. Butterworth,bs92,g-butterworth,R. Farrer,fb91,r-farrer,,,16 61 64 65,3,1,19,16,0,0,1880-540-bs92-fb91,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,2,Herbert Lawford,lg94,herbert-lawford,W. De Esterre,dg28,w-de-esterre,,,60 63 61,3,0,18,4,0,0,1880-540-lg94-dg28,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,3,G. Montgomerie,mu17,g-montgomerie,H. Jenkins,j702,h-jenkins,,,63 56 62 26 63,3,2,25,20,0,0,1880-540-mu17-j702,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,4,O. Woodhouse,wa61,o-woodhouse,Ernest Renshaw,rg47,ernest-renshaw,,,63 63 36 60,3,1,21,12,0,0,1880-540-wa61-rg47,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,5,W. De Esterre,dg28,w-de-esterre,F. Durant,dg27,f-durant,,,63 62 56 56 61,3,2,28,18,0,0,1880-540-dg28-dg27,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,6,R. Farrer,fb91,r-farrer,C. Heathcote,hg42,c-heathcote,,,56 61 60 63,3,1,23,10,0,0,1880-540-fb91-hg42,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,7,H. Jenkins,j702,h-jenkins,G. Murray Hill,mu54,g-murray-hill,,,64 64 62,3,0,18,10,0,0,1880-540-j702-mu54,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,8,Herbert Lawford,lg94,herbert-lawford,Richard Richardson,rg78,richard-richardson,,,16 63 06 65 64,3,2,19,24,0,0,1880-540-lg94-rg78,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,9,G. Montgomerie,mu17,g-montgomerie,C. Cole,cm47,c-cole,,,60 61 61,3,0,18,2,0,0,1880-540-mu17-cm47,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,10,Ernest Renshaw,rg47,ernest-renshaw,H. Medlicott,mu57,h-medlicott,,,63 63 63,3,0,18,9,0,0,1880-540-rg47-mu57,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,11,O. Woodhouse,wa61,o-woodhouse,William Renshaw,rg71,william-renshaw,,,56 63 63 64,3,1,23,16,0,0,1880-540-wa61-rg71,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,12,G. Butterworth,bs92,g-butterworth,J. Devans,dg29,j-devans,,,46 64 63 63,3,1,22,16,0,0,1880-540-bs92-dg29,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,13,C. Cole,cm47,c-cole,H. Mulholland,mu55,h-mulholland,,,(W/O),0,0,0,0,0,0,1880-540-cm47-mu55,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,14,W. De Esterre,dg28,w-de-esterre,M. McNamara,mu15,m-mcnamara,,,62 61 26 64,3,1,20,13,0,0,1880-540-dg28-mu15,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,15,F. Durant,dg27,f-durant,F. Crowder,cm49,f-crowder,,,64 65 62,3,0,18,11,0,0,1880-540-dg27-cm49,
