Entity,Year,Daily new confirmed cases of COVID-19,Daily new confirmed deaths due to COVID-19,Total confirmed cases of COVID-19,Total confirmed deaths due to COVID-19,Daily new confirmed cases of COVID-19 per million people,Daily new confirmed deaths due to COVID-19 per million people,Total confirmed cases of COVID-19 per million people,Total confirmed deaths due to COVID-19 per million people,Days since the total confirmed cases of COVID-19 reached 100,Days since the total confirmed deaths of COVID-19 reached 5,Days since the total confirmed cases of COVID-19 per million people reached 1,Days since the total confirmed deaths of COVID-19 per million people reached 0.1,Case fatality rate of COVID-19 (%),Case fatality rate of COVID-19 (%) (Only observations with ≥100 cases),Days since 30 daily new confirmed cases recorded,Days since 10 daily new confirmed deaths recorded,"Daily new confirmed deaths due to COVID-19 (rolling 7-day average, right-aligned)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)","Days since daily new confirmed cases of COVID-19 per million people (rolling 7-day average, right-aligned) reached 1","Days since daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned) reached 0.1","Daily new confirmed cases of COVID-19 (rolling 3-day average, right-aligned)","Daily new confirmed cases of COVID-19 per million people (rolling 7-day average, right-aligned)","Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)","Days since daily new confirmed cases of COVID-19 (rolling 7-day average, right-aligned) reached 30","Days since daily new confirmed deaths due to COVID-19 (rolling 7-day average, right-aligned) reached 5",Days since the total confirmed cases of COVID-19 reached 100 (with population ≥ 5M),Has population ≥ 5M AND had ≥100 cases ≥21 days ago AND has testing data,Doubling days of total confirmed cases (3 day period),Doubling days of total confirmed deaths (3 day period),Weekly cases,Weekly deaths,Weekly case growth (%),Weekly death growth (%),Biweekly cases,Biweekly deaths,Biweekly case growth (%),Biweekly death growth (%),Weekly cases per million people,Weekly deaths per million people,Biweekly cases per million people,Biweekly deaths per million people,Case fatality rate of COVID-19 (%) (Short-term)
Afghanistan,101,222,4,2171,64,5.703,0.103,55.769,1.644,33,26,38,32,2.948,2.948,36,4,3.14286,127.14286,20,-3,156,3.266,0.08086,22,-5,33,0,8.56,17.95,890,22,82.7515400410678,69.2307692307692,1377,35,146.332737030411,40,22.863,0.565,35.373,0.899,6.79
Afghanistan,102,164,4,2335,68,4.213,0.103,59.982,1.747,34,27,39,33,2.912,2.912,37,5,3.57143,140.57143,21,-2,169.33333,3.611,0.09186,23,-4,34,0,8.48,16.61,984,25,94.4664031620553,92.3076923076923,1490,38,144.262295081967,46.1538461538461,25.277,0.642,38.275,0.976,7.082
Afghanistan,103,134,4,2469,72,3.442,0.103,63.424,1.85,35,28,40,34,2.916,2.916,38,6,3.57143,143.71429,22,-1,173.33333,3.69171,0.09186,24,-3,35,0,8.79,11.41,1006,25,81.2612612612613,47.0588235294118,1561,42,144.670846394984,68,25.842,0.642,40.099,1.079,6.427
Afghanistan,104,235,13,2704,85,6.037,0.334,69.461,2.183,36,29,41,35,3.143,3.143,39,7,4,167.57143,23,0,177.66667,4.30457,0.10286,25,-2,36,0,9.47,7.33,1173,28,119.252336448598,16.6666666666667,1708,52,145.050215208034,100,30.132,0.719,43.875,1.336,7.65
Afghanistan,105,190,5,2894,90,4.881,0.128,74.342,2.312,37,30,42,36,3.11,3.11,40,8,4.71429,170.14286,24,1,186.33333,4.37071,0.12114,26,-1,37,0,9.69,7.42,1191,33,77.2321428571429,50,1863,55,168.443804034582,96.4285714285714,30.595,0.848,47.857,1.413,8.73
Afghanistan,106,330,5,3224,95,8.477,0.128,82.819,2.44,38,31,43,37,2.947,2.947,41,9,5,199.57143,25,2,251.66667,5.12671,0.12843,27,0,38,0,7.79,7.5,1397,35,90.0680272108844,45.8333333333333,2132,59,194.068965517241,136,35.886,0.899,54.767,1.516,8.929
Afghanistan,107,168,9,3392,104,4.316,0.231,87.134,2.672,39,32,44,38,3.066,3.066,42,10,6.28571,206.14286,26,3,229.33333,5.29557,0.16143,28,1,39,0,9.17,10.31,1443,44,86.6752910737387,120,2216,64,194.289508632138,146.153846153846,37.068,1.13,56.925,1.644,9.035
Afghanistan,108,171,2,3563,106,4.393,0.051,91.527,2.723,40,33,45,39,2.975,2.975,43,11,6,198.85714,27,4,223,5.10843,0.154,29,2,40,0,10,12.71,1392,42,56.4044943820225,90.9090909090909,2282,64,186.323713927227,137.037037037037,35.758,1.079,58.621,1.644,8.3
Afghanistan,109,215,3,3778,109,5.523,0.077,97.05,2.8,41,34,46,40,2.885,2.885,44,12,5.85714,206.14286,28,5,184.66667,5.29557,0.15029,30,3,41,0,13.11,15.13,1443,41,46.6463414634146,64,2427,66,192.409638554217,135.714285714286,37.068,1.053,62.345,1.695,7.387
Afghanistan,110,255,6,4033,115,6.55,0.154,103.601,2.954,42,35,47,41,2.851,2.851,45,13,6.14286,223.42857,29,6,213.66667,5.73957,0.15757,31,4,42,0,12.01,20.68,1564,43,55.4671968190855,72,2570,68,183.039647577092,134.48275862069,40.176,1.105,66.019,1.747,8.037
Afghanistan,111,369,5,4402,120,9.479,0.128,113.08,3.083,43,36,48,42,2.726,2.726,46,14,5,242.57143,30,7,279.66667,6.23129,0.12814,32,5,43,0,9.83,16.76,1698,35,44.7570332480819,25,2871,63,210.714285714286,61.5384615384615,43.619,0.899,73.751,1.618,5.208
Afghanistan,112,285,2,4687,122,7.321,0.051,120.401,3.134,44,37,49,43,2.603,2.603,47,15,4.57143,256.14286,31,8,303,6.57986,0.11714,33,6,44,0,9.64,18.46,1793,32,50.5457598656591,-3.03030303030303,2984,65,187.47591522158,80.5555555555556,46.059,0.822,76.654,1.67,4.354
Afghanistan,113,280,5,4967,127,7.193,0.128,127.593,3.262,45,38,50,44,2.557,2.557,48,16,4.57143,249,32,9,311.33333,6.39643,0.11714,34,7,45,0,9.98,20.95,1743,32,24.7673586256263,-8.57142857142857,3140,67,182.120395327942,81.0810810810811,44.775,0.822,80.661,1.721,4.14
Afghanistan,114,259,3,5226,130,6.653,0.077,134.247,3.339,46,39,51,45,2.488,2.488,49,17,3.71429,262,33,10,274.66667,6.73029,0.09514,35,8,46,0,12.12,25.98,1834,26,27.0963270963271,-40.9090909090909,3277,70,181.287553648069,100,47.112,0.668,84.18,1.798,2.921
Afghanistan,115,113,6,5339,136,2.903,0.154,137.149,3.494,47,40,52,46,2.547,2.547,50,18,4.28571,253.71429,34,11,217.33333,6.51743,0.10986,36,9,47,0,15.97,19.14,1776,30,27.5862068965517,-28.5714285714286,3168,72,130.065359477124,105.714285714286,45.622,0.771,81.38,1.85,3.049
Afghanistan,116,1063,32,6402,168,27.307,0.822,164.456,4.316,48,41,53,47,2.624,2.624,51,19,8.42857,374.85714,35,12,478.33333,9.62943,0.21629,37,10,48,0,8.19,7.43,2624,59,81.8433818433818,43.9024390243902,4067,100,172.953020134228,163.157894736842,67.406,1.516,104.474,2.569,5.865
Afghanistan,117,0,0,6402,168,0,0,164.456,4.316,49,42,54,48,2.624,2.624,52,20,7.57143,338.42857,36,13,392,8.69371,0.19429,38,11,49,0,10.25,8.11,2369,53,51.4705882352941,23.2558139534884,3933,96,151.953875720692,128.571428571429,60.855,1.361,101.032,2.466,4.518
Afghanistan,118,262,1,6664,169,6.73,0.026,171.186,4.341,50,43,55,49,2.536,2.536,53,21,7,323.14286,37,14,441.66667,8.301,0.17971,39,12,50,0,9.38,9.57,2262,49,33.2155477031802,40,3960,84,131.850117096019,61.5384615384615,58.107,1.259,101.725,2.158,4.114
Afghanistan,119,408,4,7072,173,10.481,0.103,181.667,4.444,51,44,56,50,2.446,2.446,54,22,7.28571,340.71429,38,15,223.33333,8.75243,0.18714,40,13,51,0,20.89,70.9,2385,51,33.0172894590073,59.375,4178,83,124.261943102523,50.9090909090909,61.266,1.31,107.325,2.132,3.651
Afghanistan,120,581,5,7653,178,14.925,0.128,196.592,4.573,52,45,57,51,2.326,2.326,55,23,7.28571,383.71429,39,16,417,9.857,0.18714,41,14,52,0,11.65,35.96,2686,51,54.1021227768216,59.375,4429,83,107.739212007505,40.6779661016949,68.999,1.31,113.773,2.132,3.534
Afghanistan,121,492,9,8145,187,12.639,0.231,209.231,4.804,53,46,58,52,2.296,2.296,56,24,8.14286,417,40,17,493.66667,10.71214,0.20914,42,15,53,0,10.36,20.55,2919,57,59.1603053435115,119.230769230769,4753,83,114.485559566787,29.6875,74.984,1.464,122.096,2.132,4.095
Afghanistan,122,531,6,8676,193,13.64,0.154,222.871,4.958,54,47,59,53,2.225,2.225,57,25,8.14286,476.71429,41,18,534.66667,12.246,0.20914,43,16,54,0,10.17,19.01,3337,57,87.8941441441441,90,5113,87,124.057843996494,35.9375,85.722,1.464,131.344,2.235,3.95
Afghanistan,123,540,12,9216,205,13.872,0.308,236.743,5.266,55,48,60,54,2.224,2.224,58,26,5.28571,402,42,19,521,10.32671,0.13571,44,17,55,0,11.19,14.72,2814,37,7.2408536585366,-37.2881355932203,5438,96,124.062628759786,45.4545454545455,72.287,0.95,139.693,2.466,2.366
Afghanistan,124,782,11,9998,216,20.088,0.283,256.831,5.549,56,49,61,55,2.16,2.16,59,27,6.85714,513.71429,43,20,617.66667,13.19643,0.17614,45,18,56,0,10.14,14.42,3596,48,51.7940059096665,-9.43396226415094,5965,101,132.101167315175,48.5294117647059,92.375,1.233,153.23,2.595,2.827
Afghanistan,125,584,2,10582,218,15.002,0.051,271.833,5.6,57,50,62,56,2.06,2.06,60,28,7,559.71429,44,21,635.33333,14.37814,0.17971,46,19,57,0,10.47,17.07,3918,49,73.209549071618,0,6180,98,115.256008359457,55.5555555555556,100.646,1.259,158.753,2.517,2.733
Afghanistan,126,591,1,11173,219,15.182,0.026,287.015,5.626,58,51,63,57,1.96,1.96,61,29,6.57143,585.85714,45,22,652.33333,15.04971,0.16871,47,20,58,0,10.8,31.48,4101,46,71.9496855345912,-9.80392156862745,6486,97,117.359249329759,49.2307692307692,105.347,1.182,166.614,2.492,2.639
Afghanistan,127,658,1,11831,220,16.903,0.026,303.917,5.651,59,52,64,58,1.86,1.86,62,30,6,596.85714,46,23,611,15.33229,0.15414,48,21,59,0,12.35,113.33,4178,42,55.5472822040209,-17.6470588235294,6864,93,118.59872611465,38.8059701492537,107.325,1.079,176.324,2.389,2.29
Afghanistan,128,625,7,12456,227,16.055,0.18,319.973,5.831,60,53,65,59,1.822,1.822,63,31,5.71429,615.85714,47,24,624.66667,15.82029,0.14686,49,22,60,0,12.75,51.4,4311,40,47.6875642343268,-29.8245614035088,7230,97,120.628623741227,38.5714285714286,110.742,1.028,185.726,2.492,2.252
