tourney_year_id,tourney_order,tourney_slug,tourney_url_suffix,tourney_round_name,round_order,match_order,winner_name,winner_player_id,winner_slug,loser_name,loser_player_id,loser_slug,winner_seed,loser_seed,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id,match_stats_url_suffix
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,9,Istvan Gulyas,g151,istvan-gulyas,Torben Ulrich,u011,torben-ulrich,12,,62 61 61,3,0,18,4,0,0,1968-520-g151-u011,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,10,Cliff Richey,r071,cliff-richey,Georges Goven,g031,georges-goven,13,,63 63 46 79 64,3,2,29,25,0,0,1968-520-r071-g031,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,11,Ray Ruffels,r076,ray-ruffels,Frew McMillan,m111,frew-mcmillan,14,,57 75 64 86,3,1,26,22,0,0,1968-520-r076-m111,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,12,John Alexander,a014,john-alexander,Alan Fox,f110,alan-fox,,,46 63 36 119 66 (ABD),2,2,24,24,0,0,1968-520-a014-f110,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,13,Gerald Battrick,b124,gerald-battrick,Jean-Pierre Courcol,c175,jean-pierre-courcol,,,64 108 61,3,0,22,13,0,0,1968-520-b124-c175,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,14,Ingo Buding,b225,ingo-buding,Petr Strobl,s192,petr-strobl,,,(W/O),0,0,0,0,0,0,1968-520-b225-s192,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,15,Bob  Carmichael,c080,bob--carmichael,Robert Wilson,w087,robert-wilson,,,64 63 63,3,0,18,10,0,0,1968-520-c080-w087,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,16,Patricio Cornejo,c088,patricio-cornejo,Nicola  Spear,s146,nicola--spear,,,64 36 63 62,3,1,21,15,0,0,1968-520-c088-s146,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,17,Mark Cox,c090,mark-cox,Eduardo Zuleta,z027,eduardo-zuleta,,,60 61 68 63,3,1,24,12,0,0,1968-520-c090-z027,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,18,Dick Crealy,c093,dick-crealy,Ilie Nastase,n008,ilie-nastase,,,46 86 75 62,3,1,25,19,0,0,1968-520-c093-n008,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,19,Pierre Darmon,d131,pierre-darmon,Claude De Gronckel,d124,claude-de-gronckel,,,75 60 61,3,0,19,6,0,0,1968-520-d131-d124,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,20,Herb Fitzgibbon,f109,herb-fitzgibbon,Patrick Proisy,p085,patrick-proisy,,Q,63 75 63,3,0,19,11,0,0,1968-520-f109-p085,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,21,Zeljko Franulovic,f074,zeljko-franulovic,Abe Segal,s242,abe-segal,,,(W/O),0,0,0,0,0,0,1968-520-f074-s242,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,22,Wieslaw Gasiorek,g152,wieslaw-gasiorek,Michel Leclercq,l123,michel-leclercq,,,26 62 1012 62 62,3,1,20,12,0,0,1968-520-g152-l123,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,23,Milan Holecek,h059,milan-holecek,Raymond Moore,m118,raymond-moore,,,911 61 26 97 63,3,2,32,28,0,0,1968-520-h059-m118,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,24,Paul Hutchins,h128,paul-hutchins,Fernando Gentil,g184,fernando-gentil,,,62 60 60,3,0,18,2,0,0,1968-520-h128-g184,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,25,Francois Jauffret,j031,francois-jauffret,Jan Kukal,k099,jan-kukal,,,36 64 60 86,3,1,23,16,0,0,1968-520-j031-k099,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,26,Thomas Koch,k036,thomas-koch,Gerard Pilet,p185,gerard-pilet,,,64 62 75,3,0,19,11,0,0,1968-520-k036-p185,
1968-520,3,roland-garros,/en/scores/archive/roland-garros/520/1968/results,Round of 64,6,27,Jose Edison Mandarino,m135,jose-edison-mandarino,Jaime Pinto-Bravo,p067,jaime-pinto-bravo,,,63 46 63 119,3,1,27,21,0,0,1968-520-m135-p067,
